GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,mhhinc,TimeFrame,GeoVintage,Source,Location
City,Brantley,AL,109016,0109016,27443,2020-2024,2020,Census,United States (Nation)
City,Brantleyville,AL,109064,0109064,47917,2020-2024,2020,Census,United States (Nation)
City,Brent,AL,109136,0109136,22660,2020-2024,2020,Census,United States (Nation)
City,Brewton,AL,109208,0109208,50721,2020-2024,2020,Census,United States (Nation)
City,Bridgeport,AL,109328,0109328,34481,2020-2024,2020,Census,United States (Nation)
City,Brighton,AL,109400,0109400,38221,2020-2024,2020,Census,United States (Nation)
City,Brilliant,AL,109424,0109424,47125,2020-2024,2020,Census,United States (Nation)
City,Bristow Cove,AL,109457,0109457,N/A,2020-2024,2020,Census,United States (Nation)
City,Brook Highland,AL,109500,0109500,79904,2020-2024,2020,Census,United States (Nation)
City,Brookside,AL,109736,0109736,59271,2020-2024,2020,Census,United States (Nation)
City,Brookwood,AL,109808,0109808,81394,2020-2024,2020,Census,United States (Nation)
City,Broomtown,AL,109880,0109880,N/A,2020-2024,2020,Census,United States (Nation)
City,Brundidge,AL,110240,0110240,38188,2020-2024,2020,Census,United States (Nation)
City,Bucks,AL,110456,0110456,N/A,2020-2024,2020,Census,United States (Nation)
City,Butler,AL,111032,0111032,47350,2020-2024,2020,Census,United States (Nation)
City,Calera,AL,111416,0111416,87194,2020-2024,2020,Census,United States (Nation)
City,Calvert,AL,111488,0111488,N/A,2020-2024,2020,Census,United States (Nation)
City,Camden,AL,111512,0111512,36481,2020-2024,2020,Census,United States (Nation)
City,Camp Hill,AL,111680,0111680,31833,2020-2024,2020,Census,United States (Nation)
City,Carbon Hill,AL,112016,0112016,24605,2020-2024,2020,Census,United States (Nation)
City,Cardiff,AL,112040,0112040,11533,2020-2024,2020,Census,United States (Nation)
City,Carlisle-Rockledge,AL,112070,0112070,60360,2020-2024,2020,Census,United States (Nation)
City,Carlton,AL,112112,0112112,N/A,2020-2024,2020,Census,United States (Nation)
City,Carolina,AL,112160,0112160,60250,2020-2024,2020,Census,United States (Nation)
City,Carrollton,AL,112304,0112304,31000,2020-2024,2020,Census,United States (Nation)
City,Castleberry,AL,112496,0112496,21923,2020-2024,2020,Census,United States (Nation)
City,Catherine,AL,112544,0112544,N/A,2020-2024,2020,Census,United States (Nation)
City,Cedar Bluff,AL,112760,0112760,52500,2020-2024,2020,Census,United States (Nation)
City,Center Point,AL,113264,0113264,56417,2020-2024,2020,Census,United States (Nation)
City,Centre,AL,113648,0113648,44664,2020-2024,2020,Census,United States (Nation)
City,Centreville,AL,113672,0113672,39477,2020-2024,2020,Census,United States (Nation)
City,Chatom,AL,114008,0114008,N/A,2020-2024,2020,Census,United States (Nation)
City,Chelsea,AL,114104,0114104,115337,2020-2024,2020,Census,United States (Nation)
City,Cherokee,AL,114152,0114152,50815,2020-2024,2020,Census,United States (Nation)
City,Chickasaw,AL,114392,0114392,46559,2020-2024,2020,Census,United States (Nation)
City,Childersburg,AL,114464,0114464,52338,2020-2024,2020,Census,United States (Nation)
City,Choccolocco,AL,114728,0114728,78858,2020-2024,2020,Census,United States (Nation)
City,Chunchula,AL,114968,0114968,18664,2020-2024,2020,Census,United States (Nation)
City,Citronelle,AL,115064,0115064,43870,2020-2024,2020,Census,United States (Nation)
City,Clanton,AL,115136,0115136,47520,2020-2024,2020,Census,United States (Nation)
City,Clay,AL,115256,0115256,81920,2020-2024,2020,Census,United States (Nation)
City,Clayhatchee,AL,115304,0115304,48646,2020-2024,2020,Census,United States (Nation)
City,Clayton,AL,115376,0115376,21641,2020-2024,2020,Census,United States (Nation)
City,Cleveland,AL,115472,0115472,71328,2020-2024,2020,Census,United States (Nation)
City,Clio,AL,115640,0115640,28750,2020-2024,2020,Census,United States (Nation)
City,Coaling,AL,116000,0116000,81370,2020-2024,2020,Census,United States (Nation)
City,Coats Bend,AL,116080,0116080,70409,2020-2024,2020,Census,United States (Nation)
City,Coffee Springs,AL,116240,0116240,40917,2020-2024,2020,Census,United States (Nation)
City,Coffeeville,AL,116264,0116264,30156,2020-2024,2020,Census,United States (Nation)
City,Coker,AL,116312,0116312,55313,2020-2024,2020,Census,United States (Nation)
City,Collinsville,AL,116600,0116600,31652,2020-2024,2020,Census,United States (Nation)
City,Colony,AL,116684,0116684,42386,2020-2024,2020,Census,United States (Nation)
City,Columbia,AL,116744,0116744,62000,2020-2024,2020,Census,United States (Nation)
City,Columbiana,AL,116768,0116768,80546,2020-2024,2020,Census,United States (Nation)
City,Concord,AL,116936,0116936,66406,2020-2024,2020,Census,United States (Nation)
City,Coosada,AL,117176,0117176,61815,2020-2024,2020,Census,United States (Nation)
City,Cordova,AL,117368,0117368,37662,2020-2024,2020,Census,United States (Nation)
City,Cottondale,AL,117704,0117704,44877,2020-2024,2020,Census,United States (Nation)
City,Cottonwood,AL,117824,0117824,34468,2020-2024,2020,Census,United States (Nation)
City,County Line,AL,117968,0117968,61250,2020-2024,2020,Census,United States (Nation)
City,Courtland,AL,118040,0118040,47679,2020-2024,2020,Census,United States (Nation)
City,Cowarts,AL,118088,0118088,64118,2020-2024,2020,Census,United States (Nation)
City,Creola,AL,118304,0118304,66607,2020-2024,2020,Census,United States (Nation)
City,Crossville,AL,118856,0118856,49100,2020-2024,2020,Census,United States (Nation)
City,Cuba,AL,118952,0118952,91250,2020-2024,2020,Census,United States (Nation)
City,Cullman,AL,118976,0118976,61224,2020-2024,2020,Census,United States (Nation)
City,Cullomburg,AL,119024,0119024,N/A,2020-2024,2020,Census,United States (Nation)
City,Cusseta,AL,119216,0119216,80385,2020-2024,2020,Census,United States (Nation)
City,Dadeville,AL,119336,0119336,67147,2020-2024,2020,Census,United States (Nation)
City,Daleville,AL,119360,0119360,45324,2020-2024,2020,Census,United States (Nation)
City,Daphne,AL,119648,0119648,87250,2020-2024,2020,Census,United States (Nation)
City,Dauphin Island,AL,119744,0119744,67206,2020-2024,2020,Census,United States (Nation)
City,Daviston,AL,119816,0119816,N/A,2020-2024,2020,Census,United States (Nation)
City,Dayton,AL,119912,0119912,N/A,2020-2024,2020,Census,United States (Nation)
City,Deatsville,AL,120008,0120008,123977,2020-2024,2020,Census,United States (Nation)
City,Decatur,AL,120104,0120104,61563,2020-2024,2020,Census,United States (Nation)
City,Deer Park,AL,120152,0120152,N/A,2020-2024,2020,Census,United States (Nation)
City,Delta,AL,120272,0120272,75969,2020-2024,2020,Census,United States (Nation)
City,Demopolis,AL,120296,0120296,34802,2020-2024,2020,Census,United States (Nation)
City,Detroit,AL,120392,0120392,N/A,2020-2024,2020,Census,United States (Nation)
City,Dodge City,AL,120955,0120955,63594,2020-2024,2020,Census,United States (Nation)
City,Dora,AL,121136,0121136,61892,2020-2024,2020,Census,United States (Nation)
City,Dothan,AL,121184,0121184,55792,2020-2024,2020,Census,United States (Nation)
City,Double Springs,AL,121280,0121280,47768,2020-2024,2020,Census,United States (Nation)
City,Douglas,AL,121328,0121328,62000,2020-2024,2020,Census,United States (Nation)
City,Dozier,AL,121448,0121448,49338,2020-2024,2020,Census,United States (Nation)
City,Dunnavant,AL,121890,0121890,75323,2020-2024,2020,Census,United States (Nation)
City,Dutton,AL,121952,0121952,63750,2020-2024,2020,Census,United States (Nation)
City,Eagle Point,AL,122088,0122088,151842,2020-2024,2020,Census,United States (Nation)
City,East Brewton,AL,122216,0122216,35571,2020-2024,2020,Census,United States (Nation)
City,East Point,AL,122504,0122504,160531,2020-2024,2020,Census,United States (Nation)
City,Eclectic,AL,122816,0122816,49904,2020-2024,2020,Census,United States (Nation)
City,Edgewater,AL,123032,0123032,N/A,2020-2024,2020,Census,United States (Nation)
City,Edwardsville,AL,123176,0123176,79250,2020-2024,2020,Census,United States (Nation)
City,Egypt,AL,123224,0123224,37250,2020-2024,2020,Census,United States (Nation)
City,Elba,AL,123296,0123296,44792,2020-2024,2020,Census,United States (Nation)
City,Elberta,AL,123320,0123320,55000,2020-2024,2020,Census,United States (Nation)
City,Eldridge,AL,123344,0123344,N/A,2020-2024,2020,Census,United States (Nation)
City,Elkmont,AL,123488,0123488,49750,2020-2024,2020,Census,United States (Nation)
City,Elmore,AL,123656,0123656,48696,2020-2024,2020,Census,United States (Nation)
City,Emelle,AL,123872,0123872,11786,2020-2024,2020,Census,United States (Nation)
City,Emerald Mountain,AL,123880,0123880,123347,2020-2024,2020,Census,United States (Nation)
City,Enterprise,AL,124184,0124184,73125,2020-2024,2020,Census,United States (Nation)
City,Epes,AL,124256,0124256,N/A,2020-2024,2020,Census,United States (Nation)
City,Equality,AL,124280,0124280,N/A,2020-2024,2020,Census,United States (Nation)
City,Ethelsville,AL,124472,0124472,48750,2020-2024,2020,Census,United States (Nation)
City,Eufaula,AL,124568,0124568,47392,2020-2024,2020,Census,United States (Nation)
City,Eunola,AL,124616,0124616,N/A,2020-2024,2020,Census,United States (Nation)
City,Eutaw,AL,124664,0124664,27422,2020-2024,2020,Census,United States (Nation)
City,Eva,AL,124688,0124688,115455,2020-2024,2020,Census,United States (Nation)
City,Evergreen,AL,124808,0124808,40700,2020-2024,2020,Census,United States (Nation)
City,Excel,AL,124880,0124880,57375,2020-2024,2020,Census,United States (Nation)
City,Fairfield,AL,125120,0125120,48456,2020-2024,2020,Census,United States (Nation)
City,Fairford,AL,125216,0125216,96228,2020-2024,2020,Census,United States (Nation)
City,Fairhope,AL,125240,0125240,94274,2020-2024,2020,Census,United States (Nation)
City,Fairview,AL,125384,0125384,56250,2020-2024,2020,Census,United States (Nation)
City,Falkville,AL,125648,0125648,46888,2020-2024,2020,Census,United States (Nation)
City,Faunsdale,AL,125816,0125816,99583,2020-2024,2020,Census,United States (Nation)
City,Fayette,AL,125840,0125840,36473,2020-2024,2020,Census,United States (Nation)
City,Fayetteville,AL,125864,0125864,100255,2020-2024,2020,Census,United States (Nation)
City,Fitzpatrick,AL,126152,0126152,N/A,2020-2024,2020,Census,United States (Nation)
City,Five Points,AL,126200,0126200,N/A,2020-2024,2020,Census,United States (Nation)
City,Flomaton,AL,126824,0126824,42708,2020-2024,2020,Census,United States (Nation)
City,Florala,AL,126848,0126848,N/A,2020-2024,2020,Census,United States (Nation)
City,Florence,AL,126896,0126896,52174,2020-2024,2020,Census,United States (Nation)
City,Foley,AL,126992,0126992,66336,2020-2024,2020,Census,United States (Nation)
City,Forestdale,AL,127088,0127088,66569,2020-2024,2020,Census,United States (Nation)
City,Forkland,AL,127376,0127376,29423,2020-2024,2020,Census,United States (Nation)
City,Fort Deposit,AL,127520,0127520,21563,2020-2024,2020,Census,United States (Nation)
City,Fort Payne,AL,127616,0127616,47479,2020-2024,2020,Census,United States (Nation)
City,Fort Rucker,AL,127640,0127640,74541,2020-2024,2020,Census,United States (Nation)
City,Franklin,AL,128024,0128024,85817,2020-2024,2020,Census,United States (Nation)
City,Fredonia,AL,128120,0128120,N/A,2020-2024,2020,Census,United States (Nation)
City,Frisco City,AL,128312,0128312,36023,2020-2024,2020,Census,United States (Nation)
City,Fruitdale,AL,128408,0128408,N/A,2020-2024,2020,Census,United States (Nation)
City,Fruithurst,AL,128432,0128432,50903,2020-2024,2020,Census,United States (Nation)
City,Fulton,AL,128504,0128504,60926,2020-2024,2020,Census,United States (Nation)
City,Fultondale,AL,128552,0128552,73575,2020-2024,2020,Census,United States (Nation)
City,Fyffe,AL,128672,0128672,34870,2020-2024,2020,Census,United States (Nation)
City,Gadsden,AL,128696,0128696,40345,2020-2024,2020,Census,United States (Nation)
City,Gainesville,AL,128768,0128768,N/A,2020-2024,2020,Census,United States (Nation)
City,Gallant,AL,128816,0128816,55130,2020-2024,2020,Census,United States (Nation)
City,Gantt,AL,128936,0128936,53125,2020-2024,2020,Census,United States (Nation)
City,Garden City,AL,129032,0129032,48333,2020-2024,2020,Census,United States (Nation)
City,Gardendale,AL,129056,0129056,82192,2020-2024,2020,Census,United States (Nation)
City,Gaylesville,AL,129296,0129296,45625,2020-2024,2020,Census,United States (Nation)
City,Geiger,AL,129392,0129392,38750,2020-2024,2020,Census,United States (Nation)
City,Geneva,AL,129464,0129464,47102,2020-2024,2020,Census,United States (Nation)
City,Georgiana,AL,129560,0129560,24321,2020-2024,2020,Census,United States (Nation)
City,Geraldine,AL,129608,0129608,43594,2020-2024,2020,Census,United States (Nation)
City,Gilbertown,AL,129704,0129704,70156,2020-2024,2020,Census,United States (Nation)
City,Glen Allen,AL,129944,0129944,46313,2020-2024,2020,Census,United States (Nation)
City,Glencoe,AL,129992,0129992,68517,2020-2024,2020,Census,United States (Nation)
City,Glenwood,AL,130160,0130160,41010,2020-2024,2020,Census,United States (Nation)
City,Goldville,AL,130448,0130448,48750,2020-2024,2020,Census,United States (Nation)
City,Good Hope,AL,130496,0130496,93661,2020-2024,2020,Census,United States (Nation)
City,Goodwater,AL,130640,0130640,39511,2020-2024,2020,Census,United States (Nation)
City,Gordo,AL,130736,0130736,47569,2020-2024,2020,Census,United States (Nation)
City,Gordon,AL,130760,0130760,N/A,2020-2024,2020,Census,United States (Nation)
City,Gordonville,AL,130808,0130808,41528,2020-2024,2020,Census,United States (Nation)
City,Goshen,AL,130880,0130880,56750,2020-2024,2020,Census,United States (Nation)
City,Graham,AL,131000,0131000,N/A,2020-2024,2020,Census,United States (Nation)
City,Grand Bay,AL,131024,0131024,62112,2020-2024,2020,Census,United States (Nation)
City,Grant,AL,131096,0131096,91477,2020-2024,2020,Census,United States (Nation)
City,Grayson Valley,AL,131348,0131348,64597,2020-2024,2020,Census,United States (Nation)
City,Graysville,AL,131384,0131384,70208,2020-2024,2020,Census,United States (Nation)
City,Greensboro,AL,131720,0131720,27000,2020-2024,2020,Census,United States (Nation)
City,Greenville,AL,131912,0131912,40822,2020-2024,2020,Census,United States (Nation)
City,Grimes,AL,132056,0132056,33958,2020-2024,2020,Census,United States (Nation)
City,Grove Hill,AL,132080,0132080,59219,2020-2024,2020,Census,United States (Nation)
City,Guin,AL,132224,0132224,51117,2020-2024,2020,Census,United States (Nation)
City,Gulfcrest,AL,132248,0132248,N/A,2020-2024,2020,Census,United States (Nation)
City,Gulf Shores,AL,132272,0132272,78188,2020-2024,2020,Census,United States (Nation)
City,Guntersville,AL,132416,0132416,67929,2020-2024,2020,Census,United States (Nation)
City,Gurley,AL,132440,0132440,56964,2020-2024,2020,Census,United States (Nation)
City,Gu-Win,AL,132536,0132536,63942,2020-2024,2020,Census,United States (Nation)
City,Hackleburg,AL,132560,0132560,42292,2020-2024,2020,Census,United States (Nation)
City,Hackneyville,AL,132584,0132584,N/A,2020-2024,2020,Census,United States (Nation)
City,Haleburg,AL,132656,0132656,41944,2020-2024,2020,Census,United States (Nation)
City,Haleyville,AL,132704,0132704,42058,2020-2024,2020,Census,United States (Nation)
City,Hamilton,AL,132848,0132848,54871,2020-2024,2020,Census,United States (Nation)
City,Hammondville,AL,132896,0132896,37083,2020-2024,2020,Census,United States (Nation)
City,Hanceville,AL,132968,0132968,41791,2020-2024,2020,Census,United States (Nation)
City,Hanover,AL,133064,0133064,108929,2020-2024,2020,Census,United States (Nation)
City,Harpersville,AL,133256,0133256,75018,2020-2024,2020,Census,United States (Nation)
City,Hartford,AL,133424,0133424,56250,2020-2024,2020,Census,United States (Nation)
City,Hartselle,AL,133448,0133448,76290,2020-2024,2020,Census,United States (Nation)
City,Harvest,AL,133472,0133472,101910,2020-2024,2020,Census,United States (Nation)
City,Hatton,AL,133544,0133544,N/A,2020-2024,2020,Census,United States (Nation)
City,Hayden,AL,133640,0133640,80125,2020-2024,2020,Census,United States (Nation)
City,Hayneville,AL,133712,0133712,37723,2020-2024,2020,Census,United States (Nation)
City,Hazel Green,AL,133808,0133808,86271,2020-2024,2020,Census,United States (Nation)
City,Headland,AL,133856,0133856,79063,2020-2024,2020,Census,United States (Nation)
City,Heath,AL,133904,0133904,65855,2020-2024,2020,Census,United States (Nation)
City,Heflin,AL,133976,0133976,46711,2020-2024,2020,Census,United States (Nation)
City,Helena,AL,134024,0134024,115139,2020-2024,2020,Census,United States (Nation)
City,Henagar,AL,134096,0134096,49315,2020-2024,2020,Census,United States (Nation)
City,Highland Lake,AL,134480,0134480,71563,2020-2024,2020,Census,United States (Nation)
City,Highland Lakes,AL,134490,0134490,169361,2020-2024,2020,Census,United States (Nation)
City,Hillsboro,AL,134816,0134816,61818,2020-2024,2020,Census,United States (Nation)
City,Hissop,AL,134984,0134984,65592,2020-2024,2020,Census,United States (Nation)
City,Hobson,AL,135130,0135130,170240,2020-2024,2020,Census,United States (Nation)
City,Hobson City,AL,135152,0135152,47361,2020-2024,2020,Census,United States (Nation)
City,Hodges,AL,135200,0135200,69286,2020-2024,2020,Census,United States (Nation)
City,Hokes Bluff,AL,135392,0135392,74968,2020-2024,2020,Census,United States (Nation)
City,Hollins,AL,135512,0135512,55398,2020-2024,2020,Census,United States (Nation)
City,Hollis Crossroads,AL,135536,0135536,N/A,2020-2024,2020,Census,United States (Nation)
City,Holly Pond,AL,135560,0135560,42333,2020-2024,2020,Census,United States (Nation)
City,Hollywood,AL,135632,0135632,51071,2020-2024,2020,Census,United States (Nation)
City,Holt,AL,135704,0135704,48675,2020-2024,2020,Census,United States (Nation)
City,Holtville,AL,135752,0135752,76652,2020-2024,2020,Census,United States (Nation)
City,Homewood,AL,135800,0135800,94485,2020-2024,2020,Census,United States (Nation)
City,Hoover,AL,135896,0135896,109253,2020-2024,2020,Census,United States (Nation)
City,Horn Hill,AL,136088,0136088,36250,2020-2024,2020,Census,United States (Nation)
City,Hueytown,AL,136448,0136448,62784,2020-2024,2020,Census,United States (Nation)
City,Huguley,AL,136592,0136592,43750,2020-2024,2020,Census,United States (Nation)
City,Huntsville,AL,137000,0137000,74714,2020-2024,2020,Census,United States (Nation)
City,Hurtsboro,AL,137096,0137096,26375,2020-2024,2020,Census,United States (Nation)
City,Hytop,AL,137264,0137264,66458,2020-2024,2020,Census,United States (Nation)
City,Ider,AL,137312,0137312,54444,2020-2024,2020,Census,United States (Nation)
City,Indian Springs Village,AL,137465,0137465,136836,2020-2024,2020,Census,United States (Nation)
City,Irondale,AL,137864,0137864,72343,2020-2024,2020,Census,United States (Nation)
City,Ivalee,AL,138032,0138032,41198,2020-2024,2020,Census,United States (Nation)
City,Jackson,AL,138152,0138152,37948,2020-2024,2020,Census,United States (Nation)
City,Jacksons' Gap,AL,138248,0138248,32228,2020-2024,2020,Census,United States (Nation)
City,Jacksonville,AL,138272,0138272,51814,2020-2024,2020,Census,United States (Nation)
City,Jasper,AL,138416,0138416,66238,2020-2024,2020,Census,United States (Nation)
City,Jemison,AL,138608,0138608,65800,2020-2024,2020,Census,United States (Nation)
City,Joppa,AL,139064,0139064,N/A,2020-2024,2020,Census,United States (Nation)
City,Kansas,AL,139280,0139280,49583,2020-2024,2020,Census,United States (Nation)
City,Kellyton,AL,139472,0139472,60625,2020-2024,2020,Census,United States (Nation)
City,Kennedy,AL,139520,0139520,41136,2020-2024,2020,Census,United States (Nation)
City,Killen,AL,139784,0139784,69722,2020-2024,2020,Census,United States (Nation)
City,Kimberly,AL,139856,0139856,97429,2020-2024,2020,Census,United States (Nation)
City,Kinsey,AL,140072,0140072,55500,2020-2024,2020,Census,United States (Nation)
City,Kinston,AL,140096,0140096,43036,2020-2024,2020,Census,United States (Nation)
City,Ladonia,AL,140648,0140648,53441,2020-2024,2020,Census,United States (Nation)
City,La Fayette,AL,140672,0140672,32601,2020-2024,2020,Census,United States (Nation)
City,Lakeview,AL,140888,0140888,63125,2020-2024,2020,Census,United States (Nation)
City,Lake View,AL,140928,0140928,101487,2020-2024,2020,Census,United States (Nation)
City,Lanett,AL,141296,0141296,42357,2020-2024,2020,Census,United States (Nation)
City,Langston,AL,141368,0141368,53929,2020-2024,2020,Census,United States (Nation)
City,Leeds,AL,141968,0141968,69737,2020-2024,2020,Census,United States (Nation)
City,Leesburg,AL,142016,0142016,56875,2020-2024,2020,Census,United States (Nation)
City,Leighton,AL,142160,0142160,33894,2020-2024,2020,Census,United States (Nation)
City,Leroy,AL,142304,0142304,93036,2020-2024,2020,Census,United States (Nation)
City,Lester,AL,142352,0142352,80833,2020-2024,2020,Census,United States (Nation)
City,Level Plains,AL,142472,0142472,77000,2020-2024,2020,Census,United States (Nation)
City,Lexington,AL,142640,0142640,57356,2020-2024,2020,Census,United States (Nation)
City,Libertyville,AL,142808,0142808,81346,2020-2024,2020,Census,United States (Nation)
City,Lillian,AL,142928,0142928,52281,2020-2024,2020,Census,United States (Nation)
City,Lincoln,AL,143120,0143120,57145,2020-2024,2020,Census,United States (Nation)
City,Linden,AL,143240,0143240,38667,2020-2024,2020,Census,United States (Nation)
City,Lineville,AL,143264,0143264,38302,2020-2024,2020,Census,United States (Nation)
City,Lipscomb,AL,143336,0143336,41875,2020-2024,2020,Census,United States (Nation)
City,Lisman,AL,143384,0143384,38235,2020-2024,2020,Census,United States (Nation)
City,Littleville,AL,143648,0143648,55817,2020-2024,2020,Census,United States (Nation)
City,Livingston,AL,143720,0143720,24236,2020-2024,2020,Census,United States (Nation)
City,Loachapoka,AL,143744,0143744,41985,2020-2024,2020,Census,United States (Nation)
City,Lockhart,AL,143816,0143816,33750,2020-2024,2020,Census,United States (Nation)
City,Locust Fork,AL,143888,0143888,50000,2020-2024,2020,Census,United States (Nation)
City,Lookout Mountain,AL,144160,0144160,80362,2020-2024,2020,Census,United States (Nation)
City,Louisville,AL,144344,0144344,44439,2020-2024,2020,Census,United States (Nation)
City,Lowndesboro,AL,144536,0144536,N/A,2020-2024,2020,Census,United States (Nation)
City,Loxley,AL,144608,0144608,108488,2020-2024,2020,Census,United States (Nation)
City,Luverne,AL,144728,0144728,43269,2020-2024,2020,Census,United States (Nation)
City,Lynn,AL,144800,0144800,44010,2020-2024,2020,Census,United States (Nation)
City,McCalla,AL,145040,0145040,87468,2020-2024,2020,Census,United States (Nation)
City,McDonald Chapel,AL,145208,0145208,56971,2020-2024,2020,Census,United States (Nation)
City,Macedonia,AL,145316,0145316,31453,2020-2024,2020,Census,United States (Nation)
City,McIntosh,AL,145472,0145472,74167,2020-2024,2020,Census,United States (Nation)
City,McKenzie,AL,145496,0145496,31250,2020-2024,2020,Census,United States (Nation)
City,McMullen,AL,145640,0145640,N/A,2020-2024,2020,Census,United States (Nation)
City,Madison,AL,145784,0145784,134655,2020-2024,2020,Census,United States (Nation)
City,Madrid,AL,145904,0145904,39750,2020-2024,2020,Census,United States (Nation)
City,Magnolia Springs,AL,146072,0146072,86818,2020-2024,2020,Census,United States (Nation)
City,Malcolm,AL,146192,0146192,N/A,2020-2024,2020,Census,United States (Nation)
City,Malvern,AL,146264,0146264,43854,2020-2024,2020,Census,United States (Nation)
City,Maplesville,AL,146504,0146504,38155,2020-2024,2020,Census,United States (Nation)
City,Marbury,AL,146600,0146600,83558,2020-2024,2020,Census,United States (Nation)
City,Margaret,AL,146696,0146696,101802,2020-2024,2020,Census,United States (Nation)
